id,old_id,title,imgPath,caption,URL,dataPath,chartType,complexity,topic,bboxesPath
252,no_data-3953,Four-in-ten new marriages involve remarriage,imgs/252.png,"Remarriage is on the rise. In 2013, 23% of married people had been married before, compared with just 13% in 1960. Four-in-ten new marriages in 2013 included a spouse who had said “I do” (at least) once before, and in 20% of new marriages both spouses had been married at least once before.",https://www.pewresearch.org/fact-tank/2019/02/13/8-facts-about-love-and-marriage/,data/252.txt,pie,simple,Social & Demographic Trends,bboxes/252.json
253,no_data-3954,Since 1967 a steady increase in U.S. intermarriage % of newlyweds who are,imgs/253.png,"One-in-six newlyweds (17%) were married to someone of a different race or ethnicity in 2015. This reflects a steady increase in intermarriage since 1967, when just 3% of newlyweds were intermarried, according to a 2017 Pew Research Center analysis.",https://www.pewresearch.org/fact-tank/2019/02/13/8-facts-about-love-and-marriage/,data/253.txt,line,simple,Social & Demographic Trends,bboxes/253.json
254,no_data-3962,Nigerians unsatisfied with how their democracy works,imgs/254.png,"Few Nigerians are satisfied with the state of their democracy. Only 39% of Nigerians are satisfied with the way democracy is working in their country, while 60% say they are not satisfied. This negative sentiment is similar to what was found in 2017 but is slightly improved from 2013, when Goodluck Jonathan was president and 72% were dissatisfied with the way democracy was working.",https://www.pewresearch.org/fact-tank/2019/02/12/as-elections-near-nigerians-view-their-countrys-economy-and-political-system-negatively/,data/254.txt,pie,simple,U.S. Politics & Policy,bboxes/254.json
255,no_data-3982,"Across Europe, climate change and ISIS seen as top threats is a major threat to our country Global climate",imgs/255.png,"Russia’s power and influence is seen as a major threat by a median of four-in-ten across the continent, about the same share that sees U.S. power and influence as a threat (median of 37%). Meanwhile, only 35% see the condition of the global economy as a major threat, as European countries have mostly recovered from the Great Recession and subsequent euro crisis. A median of 31% see China as a major threat.",https://www.pewresearch.org/global/2019/02/10/climate-change-still-seen-as-the-top-global-threat-but-cyberattacks-a-rising-concern/,data/255.txt,bar,simple,Global Attributes & Trends,bboxes/255.json
256,no_data-4026,Public's policy priorities for 2019 % who say should be a top priority for Trump and Congress this year Economy,imgs/256.png,"Immigration: A majority of Americans (58%) said they were not too or not at all confident in Trump’s ability to make wise decisions about immigration policy, according to the same January survey. Still, around half of U.S. adults (51%) said immigration should be a top priority for Trump and Congress this year, though Republicans (68%) were much more likely than Democrats (40%) to say this. Similarly, in a survey conducted in November, most Republicans and Republican leaners (68%) said reducing illegal immigration into the U.S. should be a top foreign policy priority, while just two-in-ten Democrats and Democratic leaners said this. Republicans were also more likely to view reducing legal immigration into the U.S. as a priority (41% vs. 14%).",https://www.pewresearch.org/fact-tank/2019/02/04/state-of-the-union-2019-how-americans-see-major-national-issues/,data/256.txt,bar,simple,U.S. Politics & Policy,bboxes/256.json
257,no_data-4032,"U.S has more college-educated immigrants than other economically advanced countries Number of immigrants ages 25 and older with a postsecondary diploma or degree, in millions, 2015",imgs/257.png,"The United States is home to more college-educated immigrants than any other country. As of 2015, there were 14.7 million immigrants ages 25 and older with a postsecondary diploma or college degree living in the U.S. – more than triple the number in Canada (4.4 million) and more than four times as many as in the United Kingdom (3.4 million), according to a recent Pew Research Center report.",https://www.pewresearch.org/fact-tank/2019/02/01/4-paths-highly-educated-immigrants-take-to-study-and-work-in-the-u-s/,data/257.txt,bar,simple,Global Attributes & Trends,bboxes/257.json
258,no_data-4034,"The rise of foreign students in the U.S., 2004-2016",imgs/258.png,"Since the Great Recession, there has been dramatic growth in the number of foreign students who are newly enrolled at U.S. colleges and universities through F-1 visas. There were nearly 364,000 such students in 2016, more than double the number in 2008. This 104% growth rate compares with a growth rate of 3.4% in overall college enrollment during the same period. The number of foreign students on F-1 visas grew sharply at both public and private academic institutions, but it grew more quickly at public colleges and universities than at private ones (107% vs. 98% growth between 2008 and 2016).",https://www.pewresearch.org/fact-tank/2019/02/01/4-paths-highly-educated-immigrants-take-to-study-and-work-in-the-u-s/,data/258.txt,line,simple,Global Attributes & Trends,bboxes/258.json
259,no_data-4041,Immigrant share of U.S. population approaches historic high % of U.S. population that is foreign born 14.8 14.7,imgs/259.png,"Nearly 14% of the U.S. population was born in another country, numbering more than 44 million people in 2017, according to a Pew Research Center analysis of the U.S. Census Bureau’s American Community Survey.
This was the highest share of foreign-born people in the United States since 1910, when immigrants accounted for 14.7% of the American population. The record share was 14.8% in 1890, when 9.2 million immigrants lived in the United States.",https://www.pewresearch.org/fact-tank/2019/01/30/immigrant-share-in-u-s-nears-record-high-but-remains-below-that-of-many-other-countries/,data/259.txt,line,simple,U.S. Politics & Policy,bboxes/259.json
260,no_data-4059,Few Venezuelans say they trust their government Trust the national government a lot/somewhat to do what is right for Venezuela Secondary education or higher,imgs/260.png,"Younger Venezuelans and those with higher levels of education are slightly less likely to trust the government. Partisan differences are particularly stark. Those who identified as supporters of Maduro’s United Socialist Party of Venezuela (PSUV) when the poll was conducted are much more likely to trust the government than those who support other parties or have no partisan affiliation; 71% of PSUV backers trust the national government, compared with just 20% of other people.",https://www.pewresearch.org/fact-tank/2019/01/25/venezuelans-have-little-trust-in-national-government-say-economy-is-in-poor-shape/,data/260.txt,bar,simple,U.S. Politics & Policy,bboxes/260.json
261,no_data-4067,Public's policy priorities for 2019 % who say should be a top priority for Trump and Congress this year Economy,imgs/261.png,"As economic and security concerns have become less prominent, the domestic issues of reducing health care costs (69% top priority) and improving the educational system (68%) now rank among the top tier of public priorities. About two-thirds also say that taking steps to make the Social Security (67%) and Medicare (67%) systems financially sound are top priorities for the country.",https://www.pewresearch.org/politics/2019/01/24/publics-2019-priorities-economy-health-care-education-and-security-all-near-top-of-list/,data/261.txt,bar,simple,U.S. Politics & Policy,bboxes/261.json
262,no_data-4082,"Foreign-born share of Congress remains below historical highs Foreign-born members share of the House and Senate, by Congress",imgs/262.png,"While at least 13% of voting members in Congress are immigrants or children of immigrants, relatively few of these are foreign born: 13 in the House, and just one – Sen. Mazie Hirono, D-Hawaii – in the Senate. These 14 immigrant lawmakers represent just 3% of all voting members in both chambers, a slight uptick from recent Congresses but substantially below the foreign-born share of Congresses many decades ago. (For example, about 10% of members in the first and much smaller Congress of 1789-91 were foreign born. About a century later, in the 50th Congress of 1887-89, 8% of members were born abroad, according to a previous analysis.) The current share of foreign-born lawmakers in Congress is also far below the foreign-born share of the United States as a whole, which was 13.5% as of 2016.",https://www.pewresearch.org/fact-tank/2019/01/24/in-116th-congress-at-least-13-of-lawmakers-are-immigrants-or-the-children-of-immigrants/,data/262.txt,line,simple,Social & Demographic Trends,bboxes/262.json
263,no_data-4093,"U.S. has more college-educated immigrants than other economically advanced countries Number of immigrants ages 25 and older with a postsecondary diploma or degree, in millions, 2015",imgs/263.png,"It’s important to note that while the share of college-educated immigrants in the U.S. trails those of some other countries, the U.S. is home to the largest number of college-educated immigrants in the world. As of 2015, the U.S. had some 14.7 million immigrants ages 25 and older with a postsecondary diploma or college degree. This is more than three times the number in Canada (4.4 million) and about four times as many as the UK (3.4 million). Other countries with high numbers of college-educated immigrants include Australia (3.0 million), Germany (2.0 million) and France (1.8 million).",https://www.pewresearch.org/global/2019/01/22/majority-of-u-s-public-supports-high-skilled-immigration/,data/263.txt,bar,simple,Global Attributes & Trends,bboxes/263.json
264,no_data-4129,A majority of Facebook users have 10 or more categories listed on their ad preferences page,imgs/264.png,"The Center’s representative sample of American Facebook users finds that 88% say they are assigned categories in this system, while 11% say that after they are directed to their ad preferences page they get a message saying, “You have no behaviors.”
Some six-in-ten Facebook users report their preferences page lists either 10 to 20 (27%) or 21 or more (33%) categories for them, while 27% note their list contains fewer than 10 categories.",https://www.pewresearch.org/internet/2019/01/16/facebook-algorithms-and-personal-data/,data/264.txt,pie,simple,Internet & Technology,bboxes/264.json
265,no_data-4171,Most nonvoters wish they had voted in midterms,imgs/265.png,A majority of those who say they did not vote (61%) also say they wish they had voted in the midterms; 38% say they do not wish they had voted.,https://www.pewresearch.org/politics/2018/12/17/most-voters-have-positive-views-of-their-midterm-voting-experiences/,data/265.txt,pie,simple,U.S. Politics & Policy,bboxes/265.json
266,no_data-4193,U.S. unauthorized immigrant population continues to decline,imgs/266.png,"There were 10.7 million unauthorized immigrants in the U.S. in 2016, down from a peak of 12.2 million in 2007. The total is the lowest since 2004 and is tied to a decline in the number of Mexican unauthorized immigrants during this time. Meanwhile, unauthorized immigrants are increasingly likely to be long-term U.S. residents: Two-thirds of adult immigrants without legal status have lived in the country for more than 10 years.",https://www.pewresearch.org/fact-tank/2018/12/13/18-striking-findings-from-2018/,data/266.txt,line,simple,U.S. Politics & Policy,bboxes/266.json
267,no_data-4201,"a majority of teens have been the target of cyberbullying, with name-calling fand rumor-spreading being the most common forms of harassment % of U.S. teens who say they have experienced online or on their cellphone",imgs/267.png,"A majority of U.S. teens (59%) have experienced some form of cyberbullying. About four-in-ten teens ages 13 to 17 (42%) say they have been called offensive names online or on their cellphone, 32% say they have had false rumors spread about them and one-quarter report that they have received explicit images they didn’t ask for. At the same time, nine-in-ten teens say online harassment is a problem that affects their peers. And while a majority of teens think parents are doing a good job addressing the issue, they are critical of the way teachers, social media companies and politicians are tackling cyberbullying.",https://www.pewresearch.org/fact-tank/2018/12/13/18-striking-findings-from-2018/,data/267.txt,bar,simple,U.S. Politics & Policy,bboxes/267.json
268,no_data-4207,the living close to a coastline are more likely to say climate change is affecting their local community % ofus adults who say global climate change is currently affecting their local community a great deal or some,imgs/268.png,"Most Americans (59%) say climate change is affecting their local community at least some, especially those who live near a coast. Two-thirds of those who live within 25 miles of a coastline (67%) say this, compared with 59% of those who live 25 to 299 miles from a coast and half of those who live 300 miles or more from a coast. These geographical differences exist within the parties too: Democrats and Democratic-leaning independents who live within 25 miles of a coastline are more likely than those who live at least 300 miles inland to say climate change is affecting their local community. The same is true among Republicans and Republican leaners.",https://www.pewresearch.org/fact-tank/2018/12/13/18-striking-findings-from-2018/,data/268.txt,bar,simple,U.S. Politics & Policy,bboxes/268.json
269,no_data-4212,"Lower-income adults more likely to use cash for their typical weekly purchases % ofU.S. adults who say they make week using cash, by annual household income All or almost all of their purchases None of their purchases",imgs/269.png,"Demographic patterns in the new survey, which was conducted in September and October, are similar to those in a 2015 survey by the Center. Most notably, adults with an annual household income of $75,000 or more are more than twice as likely as those earning less than $30,000 a year to say they do not make any purchases using cash in a typical week (41% vs. 18%). Conversely, lower-income Americans are about four times as likely as higher-income Americans to say they make all or almost all of their purchases using cash (29% vs. 7%).",https://www.pewresearch.org/fact-tank/2018/12/12/more-americans-are-making-no-weekly-purchases-with-cash/,data/269.txt,bar,simple,Economy & Work,bboxes/269.json
270,no_data-4215,"Medical reasons top list for why parents don't expect more kids % ofparents ages 18 to 49 citing each as reasons why they are unlikely to have more children someday, among those who say there 's a reason other thanjust not wanting more [OPEN-END]",imgs/270.png,"The survey asked those who say there is some other reason why they don’t expect to have more children or to have children at all to elaborate on those reasons. The responses of childless adults cannot be analyzed due to the small number of respondents in this category, but among parents who don’t expect to have more kids, the most common response is that either they or their partner is unable to have children due to a medical reason (41% of parents ages 18 to 49 say this). Age is the second-most cited reason, given by 25% of these respondents. A small share (6%) cites financial reasons, such as the cost of child care, and 3% say they either don’t have a partner or that their partner doesn’t want to have more children.",https://www.pewresearch.org/fact-tank/2018/12/12/most-parents-and-many-non-parents-dont-expect-to-have-kids-in-the-future/,data/270.txt,bar,simple,Social & Demographic Trends,bboxes/270.json
271,no_data-4292,The number of unauthorized immigrants in U.S. workforce ticks down and that unauthorized immigrants decline as a share of the U.S. labor force.,imgs/271.png,"Just as with the population overall, the number of adult unauthorized immigrants in the workforce – 7.8 million – was lower in 2016 than a decade earlier. Their share of the workforce (4.8%) also declined from 2007. The decline in the unauthorized immigrant workforce stems mainly from the decline in the overall unauthorized immigrant population.
The decline in numbers came even though the labor force participation rate of unauthorized immigrants rose slightly from 2007 to 2016, as it did for both lawful immigrants and U.S.-born women, but not U.S.-born men.",https://www.pewresearch.org/hispanic/2018/11/27/u-s-unauthorized-immigrant-total-dips-to-lowest-level-in-a-decade/,data/271.txt,line,simple,Hispanic Trends,bboxes/271.json
272,no_data-4310,"Younger generations make up increasing shares of U.S. House Generational composition of the House of Representatives, as of the start of each Congress in 2017 (115th) and 2019 (116th) Millennial Gen X",imgs/272.png,"When the 116th Congress convenes in January, at least 26 House members will be Millennials (i.e., born between 1981 and 1996), up from only five at the start of the current Congress in January 2017 and six just before the Nov. 6 midterms. (Pennsylvania Democrat Conor Lamb, 34, won a special election this past spring for a seat that had been vacated by Tim Murphy, a Boomer; Lamb and the five other serving Millennials all were re-elected.) More than a fifth (20) of the 91 freshmen members-elect are Millennials, and 14 of those 20 are Democrats – including Alexandria Ocasio-Cortez of New York, at 29 the youngest woman ever elected to Congress. (All figures in this post are as of Nov. 21, when three seats had yet to be called.)",https://www.pewresearch.org/fact-tank/2018/11/21/millennials-gen-x-increase-their-ranks-in-the-house-especially-among-democrats/,data/272.txt,line,simple,U.S. Politics & Policy,bboxes/272.json
273,no_data-4314,Baby Boomers are more inclined to choose healthy and nutritious foods % because ofus. adults who healthy say they nutritious choose foods all to eat because they are healthy and nutritious all or more than half of the time,imgs/273.png,"Who comprises the ranks of these health-oriented eaters? They are more likely to be Baby Boomers than Millennials. Some 56% of those in the Baby Boomer or older generations say they pick foods because they are healthy and nutritious at least more than half of the time, compared with 43% of Millennials.",https://www.pewresearch.org/fact-tank/2018/11/21/when-it-comes-to-food-ingredients-health-oriented-eaters-have-a-list-they-avoid/,data/273.txt,bar,simple,U.S. Politics & Policy,bboxes/273.json
274,no_data-4325,U.S. public is closely divided about overall health risk from food additives,imgs/274.png,"The American public is closely divided over the degree of health risk posed by additives present in the foods we regularly eat. Majorities see at least some risk from eating food produced with common agricultural and processing practices, including meat from animals given hormones or antibiotics, produce grown with pesticides and foods with artificial ingredients. And about half of the public says that foods with genetically modified (GM) ingredients are worse for one’s health than foods without, according to a new nationally representative survey from Pew Research Center.
The Pew Research Center survey finds the U.S. public of two minds about food additives. Roughly half say the average person faces a serious health risk from food additives over their lifetime (51%) while the other half believes the average person is exposed to potentially threatening additives in such small amounts that there is no serious risk (48%). It’s important to keep in mind that the survey asks respondents for their views about food additives as a whole. There are more than 10,000 additives used to enhance the shelf life, appearance, taste or nutritional value of foods, including over 3,000 that are “generally recognized as safe” – a term defined by the Food and Drug Administration, the main federal agency charged with regulating food safety.",https://www.pewresearch.org/science/2018/11/19/public-perspectives-on-food-risks/,data/274.txt,pie,simple,Science & Society,bboxes/274.json
275,no_data-4326,About half of U.S. public says GM foods are worse for one's health,imgs/275.png,"The American public is closely divided over the degree of health risk posed by additives present in the foods we regularly eat. Majorities see at least some risk from eating food produced with common agricultural and processing practices, including meat from animals given hormones or antibiotics, produce grown with pesticides and foods with artificial ingredients. And about half of the public says that foods with genetically modified (GM) ingredients are worse for one’s health than foods without, according to a new nationally representative survey from Pew Research Center.
Seven-in-ten Americans (70%) believe that science has had a mostly positive effect on the quality of food in the United States. But when asked about one area where new developments in biotechnology are changing the possibilities for how we grow and consume foods, the public is closely divided. Roughly half of Americans (49%) believe that foods with GM ingredients are worse for one’s health than non-GM foods, while 44% say such foods are neither better nor worse and 5% say they are better for one’s health.",https://www.pewresearch.org/science/2018/11/19/public-perspectives-on-food-risks/,data/275.txt,pie,simple,Science & Society,bboxes/275.json
276,no_data-4331,44% of Americans say they limit their consumption of artificial sweeteners % ofus adults who say they restrict or limit eating each of the following on a they regular basis,imgs/276.png,But artificial additives are far from the only ingredient that people restrict in their diet. About four-in-ten Americans (38%) report limiting sugar intake and about three-in-ten limit salt (29%) or fat (28%).,https://www.pewresearch.org/science/2018/11/19/public-perspectives-on-food-risks/,data/276.txt,bar,simple,Science & Society,bboxes/276.json
277,no_data-4355,Murders have decreased in America's largest cities since early 1990s especially in New York Number of annual murders 1990,imgs/277.png,"While Chicago’s murder rate is far from the highest in the nation, it has led the U.S. in murder totals each year since 2012. Since 1985, only two other cities have held this distinction: New York and Los Angeles, which are also the only two American cities with larger populations than Chicago’s.
Chicago’s annual murder total reached its highest level in two decades in 2016 (765 murders), but New York, Los Angeles and several other big cities have enjoyed long-term declines. No decrease has been more dramatic than New York’s: The 292 murders that took place in the Big Apple in 2017 were down from a peak of 2,245 in 1990. In fact, New York’s murder rate – 3.4 homicides per 100,000 people – is now below the national average.",https://www.pewresearch.org/fact-tank/2018/11/13/despite-recent-violence-chicago-far-from-u-s-murder-capital/,data/277.txt,area,simple,U.S. Politics & Policy,bboxes/277.json
278,no_data-4359,Most Japanese do not want more immigration.,imgs/278.png,"Many Japanese would appear unsettled by the perceived balance between emigration and immigration. Roughly six-in-ten Japanese (58%) say that people leaving their country for jobs in other nations is a problem. At the same time, an identical share believes that the government should keep immigration at its current level. Only 23% think Japan should allow in more immigrants; 13% want fewer entrants from other nations.",https://www.pewresearch.org/global/2018/11/12/despite-rising-economic-confidence-japanese-see-best-days-behind-them-and-say-children-face-a-bleak-future/,data/278.txt,pie,simple,Global Attributes & Trends,bboxes/278.json
279,no_data-4360,The Japanese public is split on Prime Minister Shinzo Abe.,imgs/279.png,"The Japanese public is divided in their view of the prime minister: 48% have confidence in him to do the right thing in world affairs, 50% lack such confidence. His support has fallen from a peak of 62% in 2015 and is now at its lowest since the Center first asked the question about Abe in 2007.",https://www.pewresearch.org/global/2018/11/12/despite-rising-economic-confidence-japanese-see-best-days-behind-them-and-say-children-face-a-bleak-future/,data/279.txt,pie,simple,Global Attributes & Trends,bboxes/279.json
280,no_data-4361,Decreasing functioning Japanese satisfaction with functioning of democracy at home Satisfied with the way democracy is working in Japan,imgs/280.png,"The decline in Prime Minister Abe’s support comes at a time of public dissatisfaction with the state of Japanese democracy. Just four-in-ten of those surveyed (40%) are satisfied with the way their democracy is working today. Such positive sentiment is down from 50% in 2017. At the same time, a majority of Japanese (56%) are dissatisfied with their democracy, up 9 percentage points from 2017.",https://www.pewresearch.org/global/2018/11/12/despite-rising-economic-confidence-japanese-see-best-days-behind-them-and-say-children-face-a-bleak-future/,data/280.txt,bar,simple,Global Attributes & Trends,bboxes/280.json
281,no_data-4371,About a quarter of Hispanic voters cast a ballot in a midterm for the first time in 2018 % who say they voted for the first time in a midterm,imgs/281.png,"About a quarter of Hispanics who cast a ballot in 2018 (27%) said they were voting in a midterm for the first time, compared with 18% of black voters and 12% of white voters, according to the exit polls. Meanwhile, many new voters this year were young. A majority of voters younger than 30 said they were voting in a midterm for the first time. (Note: This item has been corrected. See details at end of post.)",https://www.pewresearch.org/fact-tank/2018/11/09/how-latinos-voted-in-2018-midterms/,data/281.txt,bar,simple,Social & Demographic Trends,bboxes/281.json
282,no_data-4374,"In Florida, Latino voter registration reached Florida, a new high In thousands 8.4% 2,194",imgs/282.png,"In Florida, the number of Hispanic registered voters reached 2.2 million this year, an 8.4% increase over 2016. This is nearly double the increase from the previous midterm election in 2014, when Hispanic voter registration increased 4.6% over 2012.",https://www.pewresearch.org/fact-tank/2018/11/09/how-latinos-voted-in-2018-midterms/,data/282.txt,line,simple,Social & Demographic Trends,bboxes/282.json
283,no_data-4379,"Eight-in-ten adult caregiving activities rated very meaningful among oldest providers % of adult care activities seen by the caregiver caregiver as very meaningful,",imgs/283.png,"For the oldest caregivers, adult caregiving was particularly rewarding, but also more burdensome. Caregivers ages 75 and older said 82% of their adult caregiving activities were very meaningful. This figure fell to 59% among caregivers ages 60 to 74 and as low as 29% among those ages 18 to 29.",https://www.pewresearch.org/fact-tank/2018/11/08/adult-caregiving-often-seen-as-very-meaningful-by-those-who-do-it/,data/283.txt,bar,simple,Social & Demographic Trends,bboxes/283.json
284,no_data-4390,One-in-five YouTube users say it is very important for helping happening them understand things that are happening in the world % of USS adults who use YouTube who say the site is very important when it comes to,imgs/284.png,"A new Pew Research Center survey of U.S. adults finds that these users are turning to YouTube for much more than entertainment. Roughly half of YouTube users say the platform is very important for helping them figure out how to do things they’ve never done before. That works out to 35% of all U.S. adults, once both users and non-users of the site are accounted for. And around one-in-five YouTube users (representing 13% of the total adult population) say it is very important for helping them understand events that are happening in the world.",https://www.pewresearch.org/internet/2018/11/07/many-turn-to-youtube-for-childrens-content-news-how-to-lessons/,data/284.txt,bar,simple,Internet & Technology,bboxes/284.json
285,no_data-4398,YouTube recommendations point to progressively longer videos Average video length (min:sec) Source: Analysis of recommended videos collected via 174.117,imgs/285.png,"YouTube tends to recommend progressively longer and more popular content to users. This analysis illustrates how YouTube’s recommendation engine encourages users to engage with progressively longer content. The videos encountered in the first step of these random walks (that is, the initial starting videos chosen at random) collectively averaged 9 minutes and 31 seconds in length. But the first videos selected by the recommendation engine were nearly three minutes longer on average. Average video length then progressively increased for each subsequent recommendation. By the fifth and final step in these walks, these videos were on average nearly 15 minutes long.",https://www.pewresearch.org/internet/2018/11/07/many-turn-to-youtube-for-childrens-content-news-how-to-lessons/,data/285.txt,bar,simple,Internet & Technology,bboxes/285.json
286,no_data-4417,Fewer than half expect voting will be very easy,imgs/286.png,"The survey also asks people about whether voting this year will be easy or difficult. A large majority (84%) of those who plan to vote in the midterms say voting will be easy, though fewer than half (44%) say they expect it will be very easy. About one-in-seven people (15%) who plan to vote say it will be difficult.",https://www.pewresearch.org/fact-tank/2018/11/05/in-their-own-words-why-some-people-find-voting-difficult/,data/286.txt,pie,simple,U.S. Politics & Policy,bboxes/286.json
287,no_data-4435,Births to unauthorized immigrants in the U.S. have declined since the Great Recession,imgs/287.png,"About 250,000 babies were born to unauthorized immigrant parents in the United States in 2016, the latest year for which information is available, according to a new Pew Research Center analysis of government data. This represents a 36% decrease from a peak of about 390,000 in 2007. The analysis follows President Donald Trump’s announcement that his administration may seek to end “birthright citizenship.”
Births to unauthorized immigrants in the U.S. generally rose throughout the 1980s, 1990s and 2000s but have declined since the start of the Great Recession about a decade ago, according to estimates based on data from the Census Bureau’s American Community Survey and its Current Population Survey.",https://www.pewresearch.org/fact-tank/2018/11/01/the-number-of-u-s-born-babies-with-unauthorized-immigrant-parents-has-fallen-since-2007/,data/287.txt,line,simple,U.S. Politics & Policy,bboxes/287.json
288,no_data-4436,Around 5 million U.S.-born children of unauthorized immigrants live in U.S. In millions,imgs/288.png,"Overall, around 5 million U.S.-born children younger than 18 were living with at least one unauthorized immigrant parent in 2016, up from around 4.5 million in 2007, according to the new estimates. The number of U.S.-born children has leveled off in recent years, reflecting the decline in births and the decrease in the unauthorized immigrant population since the Great Recession.",https://www.pewresearch.org/fact-tank/2018/11/01/the-number-of-u-s-born-babies-with-unauthorized-immigrant-parents-has-fallen-since-2007/,data/288.txt,line,simple,U.S. Politics & Policy,bboxes/288.json
289,no_data-4464,One-in-four lower-income teens don t have access to a home computer % of US teens who say they do not have or have access to a they desktop/ laptop computer at home,imgs/289.png,"The Center’s survey of teens does show stark differences in teens’ computer access based on their household income. A quarter of teens whose family income is less than $30,000 a year do not have access to a home computer, compared with 4% of those whose annual family income is $75,000 or more.",https://www.pewresearch.org/fact-tank/2018/10/26/nearly-one-in-five-teens-cant-always-finish-their-homework-because-of-the-digital-divide/,data/289.txt,bar,simple,Internet & Technology,bboxes/289.json
290,no_data-4470,"Four-in-ten Latinos experienced an incident, heard expressions of support tied to their background in the past syear % who say in the past 12 months they have personally because of their Hispanic/Latino background",imgs/290.png,"Beyond economic considerations, a majority (54%) of Hispanics say it has become more difficult in recent years to be Hispanic in the U.S. This feeling is even more pervasive among foreign-born Hispanics (64%) than among the U.S. born (44%). And nearly four-in-ten Hispanics say they have experienced at least one of four offensive incidents in the past year because of their Hispanic background, although about as many note that someone has expressed support for them because they are Hispanic. For the 38% of Hispanics who say they have experienced an incident, these comprise: experiencing discrimination or unfair treatment because of their Hispanic background, being criticized for speaking Spanish in public, being told to go back to their home country, or being called offensive names. Immigrant Hispanics are more likely than U.S.-born Hispanics to report they have experienced most of these incidents.",https://www.pewresearch.org/hispanic/2018/10/25/more-latinos-have-serious-concerns-about-their-place-in-america-under-trump/,data/290.txt,bar,simple,Hispanic Trends,bboxes/290.json
291,no_data-4488,Consensus that China plays a bigger role in the world today % who say plays a more important role in the world than it did 10 years ago,imgs/291.png,"A global median of 70% say China plays a more important role in the world than it did 10 years ago. Russia is a distant second in this assessment, with only 42% saying that country is more important than it was a decade ago. A median of only 31% believe the U.S. plays a more important role than it did a decade ago – less than half of the share who say this of China. Only 8% of those surveyed say China plays a less important role than it did a decade ago, the lowest share across the seven countries tested. In the U.S., 72% believe China is more important now than it was a decade ago, while only 31% of Americans say the same about their own country.",https://www.pewresearch.org/fact-tank/2018/10/19/5-charts-on-global-views-of-china/,data/291.txt,bar,simple,Global Attributes & Trends,bboxes/291.json
292,no_data-4532,"In Florida, Latino voter registration has grown somewhat faster than during previous midterm election cycles",imgs/292.png,"The number of Hispanic registered voters in Florida has increased 6.2% since the 2016 presidential election, to a record 2.1 million people. This is slightly faster growth than during the 2014 and 2010 midterm cycles, which saw 4.6% and 5.2% increases over the prior presidential election year, respectively, according to a Pew Research Center analysis of Florida state government data.",https://www.pewresearch.org/fact-tank/2018/10/12/hispanic-voter-registration-rises-in-florida-but-role-of-puerto-ricans-remains-unclear/,data/292.txt,line,simple,Social & Demographic Trends,bboxes/292.json
293,no_data-4561,"For internet users in sub-Saharan Africa, staying activity in touch with family and friends is most common activity Adult internet users who used the internet to in the past 12 months Stay in touch with Social and family and friends Get news and",imgs/293.png,"While less common than keeping in touch with the people in their lives, around half of online sub-Saharan Africans use the internet to get news and information about politics (median of 53% of internet users) or public or government services (51%). Another four-in-ten use it to access information about health and medicine (41%).",https://www.pewresearch.org/global/2018/10/09/internet-connectivity-seen-as-having-positive-impact-on-life-in-sub-saharan-africa/#table,data/293.txt,bar,simple,Global Attributes & Trends,bboxes/293.json
294,no_data-4563,Mobile phone owners in sub-Saharan Africa tend toward social activities. mobile banking Adult mobile phone owners who have used a phone to in the past 12 months Take pictures or video,imgs/294.png,"On social media, too, most people are gravitating toward social activities over political, religious or commercial ones. Among the minority of sub-Saharan Africans who use social media (ranging from 43% in South Africa to 20% in Tanzania), more say they share their views on entertainment-related topics like music, movies and sports than say they post about politics, religion or products they enjoy.
Sub-Saharan Africans are more likely to use their mobile devices – whether smartphones or not – for social and entertainment purposes than for information-seeking or career- and commerce-related activities. Across the region, a majority of phone owners are using their devices to send text messages and to take pictures or video. Around four-in-ten phone owners also use their mobile phones to access social networking sites.
Another very popular phone-based activity is making or receiving payments. Around six-in-ten mobile phone owners have used their devices for this type of online banking over the past year, ranging from a high of 83% in Kenya (where M-Pesa is a dominant force) to a low of 34% in Nigeria.
Outside of banking, though, relatively few people use their phones for other career and commerce activities, like looking for or applying for jobs. Information-seeking activities are also less popular: Only around a third of mobile phone owners say they have used their mobile device over the past year to get news and information about politics, health or prices and products.",https://www.pewresearch.org/global/2018/10/09/internet-connectivity-seen-as-having-positive-impact-on-life-in-sub-saharan-africa/#table,data/294.txt,bar,simple,Global Attributes & Trends,bboxes/294.json
295,no_data-4676,"a majority of teens have been the target of cyberbullying, with name-calling fand rumor-spreading being the most common forms of harassment % of U.S. teens who say they have experienced online or on their cellphone",imgs/295.png,"The most common type of harassment youth encounter online is name-calling. Some 42% of teens say they have been called offensive names online or via their cellphone. Additionally, about a third (32%) of teens say someone has spread false rumors about them on the internet, while smaller shares have had someone other than a parent constantly ask where they are, who they’re with or what they’re doing (21%) or have been the target of physical threats online (16%).",https://www.pewresearch.org/internet/2018/09/27/a-majority-of-teens-have-experienced-some-form-of-cyberbullying/,data/295.txt,bar,simple,Internet & Technology,bboxes/295.json
